2020-05-31 17:21:56,985: 'l':
2020-05-31 17:21:57,006: 'k':
2020-05-31 17:21:57,107: 'j':
2020-05-31 17:21:57,144: 'd':
2020-05-31 17:21:57,224: 'l':
2020-05-31 17:21:57,263: 'k':
2020-05-31 17:21:57,275: 'a':
2020-05-31 17:21:57,340: 's':
2020-05-31 17:21:57,348: 'j':
2020-05-31 17:21:57,396: 'd':
2020-05-31 17:21:57,457: 'l':
2020-05-31 17:21:57,511: 'k':
2020-05-31 17:21:57,556: 'a':
2020-05-31 17:21:57,621: 's':
2020-05-31 17:21:57,700: ';':
2020-05-31 17:21:57,740: 'd':
2020-05-31 17:21:57,796: 'k':
2020-05-31 17:21:57,797: 'j':
2020-05-31 17:21:57,843: 'h':
2020-05-31 17:21:58,015: 'o':
2020-05-31 17:21:58,015: 'i':
2020-05-31 17:21:58,051: 'u':
2020-05-31 17:21:58,100: 'w':
2020-05-31 17:21:58,123: 'e':
2020-05-31 17:21:58,148: 'y':
2020-05-31 17:21:58,172: 'r':
2020-05-31 17:21:58,288: 'i':
2020-05-31 17:21:58,312: 'u':
2020-05-31 17:21:58,356: 'w':
2020-05-31 17:21:58,375: 'e':
2020-05-31 17:21:58,506: 'f':
2020-05-31 17:21:58,506: 'h':
2020-05-31 17:21:58,506: 'g':
2020-05-31 17:21:58,540: 'd':
2020-05-31 17:21:58,624: 'j':
2020-05-31 17:21:58,639: 'k':
2020-05-31 17:21:58,659: 's':
2020-05-31 17:21:58,683: 'd':
2020-05-31 17:21:58,774: 'f':
2020-05-31 17:21:58,799: 'h':
2020-05-31 17:21:58,868: 'l':
2020-05-31 17:21:58,907: 'a':
2020-05-31 17:21:58,932: 'k':
2020-05-31 17:21:58,933: 's':
2020-05-31 17:21:58,948: 'j':
2020-05-31 17:21:58,956: 'd':
2020-05-31 17:21:59,042: 'h':
2020-05-31 17:21:59,055: 'f':
2020-05-31 17:21:59,157: 'l':
2020-05-31 17:21:59,185: 'k':
2020-05-31 17:21:59,204: 's':
2020-05-31 17:21:59,220: 'a':
2020-05-31 17:21:59,221: 'j':
2020-05-31 17:21:59,252: 'd':
2020-05-31 17:21:59,323: 'h':
2020-05-31 17:21:59,343: 'f':
2020-05-31 17:21:59,627: 'v':
2020-05-31 17:21:59,688: 'm':
2020-05-31 17:21:59,699: 'n':
2020-05-31 17:21:59,739: 'x':
2020-05-31 17:21:59,771: 'c':
2020-05-31 17:21:59,772: 'b':
2020-05-31 17:21:59,858: 'v':
2020-05-31 17:21:59,928: 'm':
2020-05-31 17:21:59,939: ',':
2020-05-31 17:21:59,940: 'n':
2020-05-31 17:21:59,980: 'x':
2020-05-31 17:22:00,027: 'b':
2020-05-31 17:22:00,051: 'c':
2020-05-31 17:22:00,099: 'v':
2020-05-31 17:22:00,158: ',':
2020-05-31 17:22:00,190: 'm':
2020-05-31 17:22:00,212: 'n':
2020-05-31 17:22:00,227: 'x':
2020-05-31 17:22:00,268: 'z':
2020-05-31 17:22:00,269: 'c':
2020-05-31 17:22:00,308: 'b':
2020-05-31 17:22:00,357: 'v':
2020-05-31 17:22:00,582: 'h':
2020-05-31 17:22:00,629: 's':
2020-05-31 17:22:00,645: 'j':
2020-05-31 17:22:00,651: 'd':
2020-05-31 17:22:00,726: 'f':
2020-05-31 17:22:00,726: 'r':
2020-05-31 17:22:00,742: 'h':
2020-05-31 17:22:00,825: 's':
2020-05-31 17:22:00,891: 'k':
2020-05-31 17:22:00,907: 'j':
2020-05-31 17:22:00,915: 'd':
2020-05-31 17:22:00,963: 'f':
2020-05-31 17:22:01,026: 'h':
2020-05-31 17:22:01,109: 's':
2020-05-31 17:22:01,141: 'k':
2020-05-31 17:22:01,142: 'd':
2020-05-31 17:22:01,155: 'j':
2020-05-31 17:22:01,241: 'f':
2020-05-31 17:22:01,268: 'h':
2020-05-31 17:22:01,389: 'k':
2020-05-31 17:22:01,389: 's':
2020-05-31 17:22:01,420: 'd':
2020-05-31 17:22:01,436: 'j':
2020-05-31 17:22:01,540: 'h':
2020-05-31 17:22:01,597: 'f':
2020-05-31 17:22:01,735: 'o':
2020-05-31 17:22:01,764: 'i':
2020-05-31 17:22:01,780: 'w':
2020-05-31 17:22:01,804: 'e':
2020-05-31 17:22:01,921: 'r':
2020-05-31 17:22:01,921: 'u':
2020-05-31 17:22:02,039: 'o':
2020-05-31 17:22:02,076: 'w':
2020-05-31 17:22:02,084: 'i':
2020-05-31 17:22:02,107: 'e':
2020-05-31 17:22:02,221: 'r':
2020-05-31 17:22:02,243: 'u':
2020-05-31 17:22:02,340: 'o':
2020-05-31 17:22:02,363: 'w':
2020-05-31 17:22:02,387: 'i':
2020-05-31 17:22:02,395: 'e':
2020-05-31 17:22:02,507: 'u':
2020-05-31 17:22:02,516: 'r':
2020-05-31 17:22:02,608: 'o':
2020-05-31 17:22:02,652: 'w':
2020-05-31 17:22:02,676: 'i':
2020-05-31 17:22:02,707: 'e':
2020-05-31 17:22:02,806: 'j':
2020-05-31 17:22:02,844: 'f':
2020-05-31 17:22:02,939: 's':
2020-05-31 17:22:02,956: 'd':
2020-05-31 17:22:02,988: 'k':
2020-05-31 17:22:03,004: 'l':
2020-05-31 17:22:03,107: 'f':
2020-05-31 17:22:03,124: 'j':
2020-05-31 17:22:03,193: 'l':
2020-05-31 17:22:03,244: 's':
2020-05-31 17:22:03,307: 'k':
2020-05-31 17:22:03,340: 'd':
2020-05-31 17:22:03,377: 'j':
