2020-05-30 16:31:59,541: Key.shift:
2020-05-30 16:31:59,598: Key.f5:
2020-05-30 16:32:01,723: 'u':
2020-05-30 16:32:01,814: 'o':
2020-05-30 16:32:01,855: 'i':
2020-05-30 16:32:01,982: 'u':
2020-05-30 16:32:02,102: 'o':
2020-05-30 16:32:02,143: 'i':
2020-05-30 16:32:02,238: 'u':
2020-05-30 16:32:02,358: 'o':
2020-05-30 16:32:02,382: 'i':
2020-05-30 16:32:02,491: 'u':
2020-05-30 16:32:02,606: 'o':
2020-05-30 16:32:02,625: 'i':
2020-05-30 16:32:02,718: 'u':
2020-05-30 16:32:02,838: 'o':
2020-05-30 16:32:02,870: 'i':
2020-05-30 16:32:02,958: 'u':
2020-05-30 16:32:03,091: 'o':
2020-05-30 16:32:03,103: 'i':
2020-05-30 16:32:03,223: 'u':
2020-05-30 16:32:03,307: 'i':
2020-05-30 16:32:03,326: 'o':
2020-05-30 16:32:03,818: 'm':
2020-05-30 16:32:03,818: 'n':
2020-05-30 16:32:03,846: 'b':
2020-05-30 16:32:04,055: 'n':
2020-05-30 16:32:04,142: 'b':
2020-05-30 16:32:04,286: 'n':
2020-05-30 16:32:04,324: 'm':
2020-05-30 16:32:04,391: 'b':
2020-05-30 16:32:04,541: 'm':
2020-05-30 16:32:04,541: 'n':
2020-05-30 16:32:04,710: 'b':
2020-05-30 16:32:04,846: 'k':
2020-05-30 16:32:04,878: 'j':
2020-05-30 16:32:04,966: 'h':
2020-05-30 16:32:05,118: 'j':
2020-05-30 16:32:05,142: 'k':
2020-05-30 16:32:05,206: 'h':
2020-05-30 16:32:05,334: 'k':
2020-05-30 16:32:05,350: 'j':
2020-05-30 16:32:05,430: 'h':
2020-05-30 16:32:05,550: 'k':
2020-05-30 16:32:05,551: 'j':
2020-05-30 16:32:05,638: 'h':
2020-05-30 16:32:05,760: 'k':
2020-05-30 16:32:05,774: 'j':
2020-05-30 16:32:05,870: 'h':
2020-05-30 16:32:05,974: 'k':
2020-05-30 16:32:05,990: 'j':
2020-05-30 16:32:06,095: 'h':
2020-05-30 16:32:06,206: 'k':
2020-05-30 16:32:06,207: 'j':
2020-05-30 16:32:06,303: 'h':
2020-05-30 16:32:06,409: 'k':
2020-05-30 16:32:06,409: 'j':
2020-05-30 16:32:06,519: 'h':
2020-05-30 16:32:06,630: 'j':
2020-05-30 16:32:06,638: 'k':
2020-05-30 16:32:06,736: 'h':
2020-05-30 16:32:06,855: 'k':
2020-05-30 16:32:06,856: 'j':
2020-05-30 16:32:06,951: 'h':
2020-05-30 16:32:07,060: 'j':
2020-05-30 16:32:07,071: 'k':
2020-05-30 16:32:07,182: 'h':
2020-05-30 16:32:07,302: 'k':
2020-05-30 16:32:07,310: 'j':
2020-05-30 16:32:07,423: 'h':
2020-05-30 16:32:07,527: 'j':
2020-05-30 16:32:07,542: 'k':
2020-05-30 16:32:07,622: 'h':
2020-05-30 16:32:07,758: 'j':
2020-05-30 16:32:07,766: 'k':
2020-05-30 16:32:07,886: 'h':
2020-05-30 16:32:07,978: 'j':
2020-05-30 16:32:07,998: 'k':
2020-05-30 16:32:08,095: 'h':
2020-05-30 16:32:08,208: 'j':
2020-05-30 16:32:08,222: 'k':
2020-05-30 16:32:08,318: 'h':
2020-05-30 16:32:08,438: 'k':
2020-05-30 16:32:08,438: 'j':
2020-05-30 16:32:08,558: 'h':
2020-05-30 16:32:08,677: 'j':
2020-05-30 16:32:08,702: 'k':
2020-05-30 16:32:08,814: 'h':
2020-05-30 16:32:08,958: 'k':
2020-05-30 16:32:08,959: 'j':
2020-05-30 16:32:09,030: 'h':
2020-05-30 16:32:09,158: 'j':
2020-05-30 16:32:09,181: 'k':
2020-05-30 16:32:09,278: 'h':
2020-05-30 16:32:09,390: 'k':
2020-05-30 16:32:09,427: 'j':
2020-05-30 16:32:09,518: 'h':
2020-05-30 16:32:09,645: 'k':
2020-05-30 16:32:09,678: 'j':
2020-05-30 16:32:09,758: 'h':
2020-05-30 16:32:09,894: 'k':
2020-05-30 16:32:09,902: 'j':
2020-05-30 16:32:09,998: 'h':
2020-05-30 16:32:10,110: 'k':
2020-05-30 16:32:10,134: 'j':
2020-05-30 16:32:10,238: 'h':
2020-05-30 16:32:10,302: 'k':
2020-05-30 16:32:10,350: 'j':
2020-05-30 16:32:10,446: 'h':
2020-05-30 16:32:10,590: 'k':
2020-05-30 16:32:10,591: 'j':
2020-05-30 16:32:10,686: 'h':
2020-05-30 16:32:11,945: 'c':
2020-05-30 16:32:11,990: 'e':
2020-05-30 16:32:12,110: Key.space:
2020-05-30 16:32:12,222: 's':
2020-05-30 16:32:12,318: 'a':
2020-05-30 16:32:12,341: Key.space:
2020-05-30 16:32:12,478: 'm':
2020-05-30 16:32:12,606: 'a':
2020-05-30 16:32:12,685: 'i':
2020-05-30 16:32:12,798: Key.space:
2020-05-30 16:32:12,870: 'f':
2020-05-30 16:32:12,929: 'a':
2020-05-30 16:32:13,070: 'c':
2020-05-30 16:32:13,142: 'i':
2020-05-30 16:32:13,254: Key.space:
2020-05-30 16:32:13,412: 'b':
2020-05-30 16:32:13,558: 'a':
2020-05-30 16:32:14,323: ',':
2020-05-30 16:32:14,446: Key.space:
2020-05-30 16:32:14,574: 'z':
2020-05-30 16:32:14,630: 'i':
2020-05-30 16:32:14,814: 'c':
2020-05-30 16:32:15,044: 'e':
2020-05-30 16:32:15,175: 'm':
2020-05-30 16:32:15,312: Key.space:
2020-05-30 16:32:15,391: 's':
2020-05-30 16:32:15,447: 'i':
2020-05-30 16:32:15,582: Key.space:
2020-05-30 16:32:15,678: 'n':
2020-05-30 16:32:15,896: 'o':
2020-05-30 16:32:15,997: 'i':
2020-05-30 16:32:16,151: Key.space:
2020-05-30 16:32:16,255: 'c':
2020-05-30 16:32:16,313: 'e':
2020-05-30 16:32:16,375: Key.space:
2020-05-30 16:32:16,494: 'p':
2020-05-30 16:32:16,788: 'u':
2020-05-30 16:32:16,926: 't':
2020-05-30 16:32:16,998: 'e':
2020-05-30 16:32:17,214: 'm':
2020-05-30 16:32:17,491: ',':
2020-05-30 16:32:17,614: Key.space:
2020-05-30 16:32:17,681: 'd':
2020-05-30 16:32:17,765: 'a':
2020-05-30 16:32:17,934: 'c':
2020-05-30 16:32:17,979: 'a':
2020-05-30 16:32:18,101: Key.space:
2020-05-30 16:32:18,246: 't':
2020-05-30 16:32:18,299: 'o':
2020-05-30 16:32:18,398: 'a':
2020-05-30 16:32:18,502: 't':
2020-05-30 16:32:18,670: 'a':
2020-05-30 16:32:18,832: 't':
2020-05-30 16:32:18,933: 'e':
2020-05-30 16:32:19,086: Key.space:
2020-05-30 16:32:19,534: 'l':
2020-05-30 16:32:19,793: 'u':
